range	bloomHash	bloomSize	indexHash	indexSize
019091912-019094635	QmNcmLFtHAubtZNcT5qPhN6U7mXjbXczVJQXFjzau7pdgD	1048646	QmUkkkHzoS67Am3wdVqpZxe3B6xNTDVLdDM9hznANNFRYx	26805264
019094636-019097457	Qmdp7bfe5FDRmM2zwf4o2zwu6SpARdzAYvzMs7AKd8WfnK	1179722	QmPrEYgyftd4i4sNoa2nbocEwf134BaBWGfVzqsEeBqt6k	28156020
019097458-019100000	QmS1RrzR7Z5ikpv7BR3pGQWTAcAv3xMrA7Tix9UrMMijwb	1179722	QmbGhgqNpBc3sbu4kq8hpKrQ1KXKZA4pEjWjSM9vioBQjd	26549736
019100001-019102540	QmZdXcm3FKZ6ZVzSYp8LEsx7s4CkjndUrFxxajHuXoPayF	1310798	QmTmk7RB39fZisCD5mD6Hr79i6GYwAYPRDqfgVPn5UQKf1	29066552
019102541-019105207	QmNevKxeSMVJCJA1nriFtu3MDterQFh8YeJGP4qTCpnp6F	1310798	QmQTDagAUzb5pjEk28HDxT9tirdq3HdU59x3nYwPAoXWqt	28948568
019105208-019107882	QmX9otMkoj4DfPoebD34b2sk6E4sVCGuMtGtE2KJYJyiZD	1179722	QmdNrmPisaQzt8jMhDvHcp4jJhv3wycGwhnYjAzqLwQdap	28350236
019107883-019110787	QmXwoFpR3RoAb9nVbyVK1pPzUBtPFuQ8Vprz4dp68aFLFw	1310798	QmV1L4sUYq1hJDQ2pY8rGJQLMgcCFHfXyGHkbgK7KmqekM	29009792
019110788-019113470	QmVMukA3AQSR2VsMHAdpFyGQUAGgvrEszQymdmzLmQrEuk	1179722	Qmanbbt3fgNRGY5rnWfEYE3653VKqjcBVVUWfgNPgBynKp	27819864
019113471-019116202	QmWRxEgUVo3bi7L4ynZLvz6Z41WbyyPe5nxZALoyQMcDVA	1048646	Qmde99zKo1wPsiC1SqKHDpgLdxFvvkBTwBt86G1g81xmvT	26704400
019116203-019118923	QmciRapLiceyVnzJigKY5N1unCqUfcANTpW3pddUhKLvUz	1048646	QmNgFdFKctRcRsgDXTeL6ta8Rzj3s4yvhVgagTdYWx3qwr	26729920
019118924-019121706	Qmai4pqju87PchqAebfnqensoGD8hJVJ78A5g5MNepCkBH	917570	QmPkZrZPg7rL1D2fbJgFgceUTxtcZUdR6xGFtkxiCvCMDV	25608644
019121707-019124439	QmRkRh8AohM9eQbcBoydfB5Zxto6DrTsny3XLwzaeUaePz	1179722	QmbsiiGcCZm2nj2xfKAFtHqdcF3eRoibkMGeoP8nX6sif5	27264688
019124440-019127209	QmUs39pTtsy1xmFe4yB4zL69QgURJ7dmfymHaP7qAwX3Um	1048646	Qmb6XeWacC3LRHFtQP7ZXVh64HAhUGFeDTaujmeAyVsna2	27000088
019127210-019129821	Qmc4oSLT2no3j8wCze64PCChPZp4eVNXRtjudyitwS21JC	1048646	QmSZACxLF1PTRHtUJxeTavhgcaLXShBHLS2Af7W9V9Kqfw	25995664
019129822-019132413	QmW9K4cSRSoghCSGWVBLHX1WSwV6ZUiFKYEcj12G5BUFe9	1048646	QmcV7Te3Ff7izcdin2dHPVYdPMGSiNTojBY323DaS7CCrH	26656824
019132414-019135064	Qmc7MM11w67h7rSkDbgemfFFZu6Vs1kJoXRQUexGJpQe7m	1048646	QmPrz7ehjE5UgfYcbaLJTAoZNiTL2kmGpDyiBT5UpF5nHi	26475680
019135065-019137694	QmRVp4LbJbGa4uEw9EbT9XgW8evoCgWg15Pah3VRMzx4YH	1048646	QmVSAmuTvdr6xdyCaW1FPwUTFYavFEv3bx7YMaUP77YrPc	25904200
019137695-019140347	QmZRHvqPxD7WrwoWoPZqucpD7rq8RwTJdCe9nVukrpb3Sv	1048646	QmaDbi9fz91V9yjoQRzAFQmvZtPM3rCHwWcwYrZEKTs9Ts	26819328
019140348-019142997	QmfBKAN9ooEQfd1UGwty3MGyZ6MezfdQz4z12zbrxZz31Z	1048646	QmNoxmnfc3BvJ9MDau546tvJHcDVU6cLAdwqdiPMxzgPKp	26310356
019142998-019145520	QmeHFMtQuxRDv2QMMNw62sX8VzYrSzScusdBju9rB1P5jS	1179722	QmXuStLehLNteATupJvLU3rJnyY8Cr4Lgi1Fxze8q6JSfz	28054260
019145521-019148193	QmbGewwbhLxkZN7SN2AHMMDvQb7oWSqWZL8yrs67eJJj1u	1179722	QmVaB1ogAa3356PPrtoCur7AUrCYWt6pzCLJsbEcU3rjwr	27331948
019148194-019150991	QmP4gLZdPtuRwAKmS9XsXE27URDr7bi6pCXLc2nXYkEJcp	1048646	QmYGRGK6dtHrTUq7oT2MysyprHaTnJWHGJ57Xzpxo4AMkp	26497160
019150992-019153590	QmUK4wduFLxoWwXUisgUd2uJWy9N71c4ZMS5kvCECgvnGB	1310798	QmZ8DnszDyjr85sHfWQeGshqPyHZiejvpiUdYaCSTnz9Qg	28853516
019153591-019156309	QmT8iLeqjze3cnZu1nXFNA4yw2epEUNHTtcfXo17hqrEme	1048646	Qmdm5CWsVFmH9r3JeQ6dFeYufLpdTfn86fgWMipS4GD3Dr	27145268
019156310-019159015	QmWB4419W4XucNjzqf99jv46cEynK28vxXnkvdZSyFSBRj	1179722	QmXysKxmn3DsfTdW8MjbtvcXEW8QSvoD5xrJMe8d3wfdE1	27225712
019159016-019161482	QmXVt8uZMZg4FRJdLDTK1e8Y6zdPR5h4wKK9sAqwevKmU6	1310798	QmURXmXvt4WEL5LLqcgXMhqjT3pvEiph2wXaoQ4rWV3Gvf	28920532
019161483-019164119	QmWsEzLmk5PxKov9NAQumLU157sxj8GzcFL1K4e3UdzMbC	1048646	QmVh3Ud8oy3Qd2D5Vh1uY6ZzkwJjcH4JZUK5EnEFsBPV8t	27166512
019164120-019166760	QmSevWLUMdpGiqCdPpikvvE9kRTcqAWcnDNDgCSte5KuxM	917570	QmS7NWYzuB54jt3MTNuF5joZqSUpUh8y4bDf8eGwXGz5gL	25298700
019166761-019169878	QmQGWaZmP7vGV823QNf1tubsXhH1C925bLi4QFkGrcnMhw	1048646	QmXKLBGPNE68FZqvcLomzvA5b64x9EmTYshfbLWNr6WUFN	25888600
019169879-019172717	QmXHdn72WXiygpffUNraHUa2orCq1TXfcfXAZewLE24mzZ	1048646	QmTMjyX5kwQdAG7NPk8d8EhUutLLKxUMyYo5Kh6nwWv6Pz	26332524
019172718-019175410	QmUeUVbnTDAAqo58q2Qbd6QsqN3z5CXiHWAZK66G28chxm	1048646	QmYYU7KuHUnqnTA7F4u2t2dZ8tUC4vQMUsEap2X4NwojNS	26935160
019175411-019178218	QmZhWL2cPveqdJSTmB7yTL95oXWsNVwfqmXnXnsUqcZneJ	1048646	QmdeJ44Q1QYa25pF64wzBC5gwHGsLqUbMa6miSGH8NRYrw	26138424
019178219-019181194	QmSqGqqGVxKPrR5Ehx8s2p7jdgre63US7tyQwPhxDNwSEg	1048646	QmfTayeRMmg3H6xNUqCSjy1MNUjnCgqHy8Ah2nTMgX3kUA	26227860
019181195-019184258	QmT2wxsu3ptVEkxHxo9a2LNjopFbwXbuNw9Jz96NC8AgHH	917570	Qmbuqnxzvy3ct4J4KAvVXPLA9mrSs4sF9E6QgdM43JC9Jw	25112292
019184259-019187512	QmW63TyXiAVWiN4fsEkJWb9rsKi4m5qy1c4EgrScEZPYze	917570	QmTA5HBkh8fmjqaUt6sjVtdDmmAvp6vxTDqneJ7GgeNbBu	24796240
019187513-019190482	QmVH5v2Yjf7WRSC2NQhK4ngJonBmov2R9EJPywZybLpLEz	917570	QmZZ8AUJFniTMwviNnSDyrNnjbZ511ccLsBW9tsw72vhhm	25015648
019190483-019193420	QmcKiMhhioWoPVHsbL69dUjjohpWMu6c4XbLfZgCrBxzyV	917570	QmZVcCEmV8YYPyw4Moa4NiJatXDFZBw5bAvTqUgEN5zbbA	25635496
019193421-019196747	QmZd6vhgMbcMf4yAxRNYwLX1m7Bv2Fs5vnpofebkbxr7cn	1048646	QmNNEQw55zqHmMBXwTqGMD5rhgwteYsJusjxXPLYDZZusE	27011688
019196748-019199862	QmedL3yWuLQrTKtVrX8Df8PMtMNVtvfNjYtVvCSca9urqd	1048646	QmP22XJfDGJYfd6aVjdFV5grzuqgwSd8vct6bPDxLrbuFU	26939308
019199863-019200000	QmULanQJhBZa9hwTzfTuggkfMAwGYxubhE48vn5uENJdUK	131114	QmatVb52s1oKdNFgVRVVYyUFwvSV8hFHQGUXygdhu3D6Jj	1429052
019200001-019203111	Qmf23K4vXpDnZ9HGQV2LayQq4kfdTzsqcc7AE2Ep4BbEpo	1179722	QmUGSQtsFFFMdmVMB9uKrxnoCPPkrzbbiVuQtbn4YuCgMp	27971012
019203112-019206044	Qmc1tsx2Gx4rEwMmNd44Z8hwDpZygnyPcAX3mMFVZcX4mp	1179722	QmWvTvDkVezHnfKLojxTKGMHH8Gbv6nx52qzeWDdZrErFr	27650376
019206045-019209329	QmVERLf8eBwY2vquQnZqRuBSFD3BKYcCjEh1q5oGc9xJxw	1048646	QmZbDGy1TNTZS2BuLtPCxCDia2w1kheYHPuMc1ckLTDkQ4	27105224
019209330-019212121	QmXRCkAP27jvzc9LMtfoifvN85W22AVrXQWeL1Xp81wwHo	1441874	QmemVuAmBj9XseTPG5xBgqBaZCGcJS5MGbHfARFm3Kf4EM	30466272
019212122-019215224	QmRaj1xvnXgSgiF1rw6wezRYrYk9SX16qB9AMCt3aBqqd5	1048646	QmVe2DN7MfeP67JokHR6npbVAGoCkz97vJqrBcsATdJhDJ	25902436
019215225-019218234	QmZo6xbEY4bQVQHDUgUy2X7EywwJqjkoFFgRjR7RVymnXP	1179722	QmeK16ShEczUqPXBgXJn2Qyuyb6oMn4wqzTPQPRiKvfh2S	27729028
019218235-019221041	QmYigf2Wwzpup8La5kFNCTnjzAvKvRBEix8kh33TDS5UVb	1048646	QmS269kSzmgDyce84KQySFwnt44onRsrNPJHfSfBVmbqhV	26514512
019221042-019223927	Qmc3tfQ5tjiTKLerzwhRvg9RD5kuqt7EovjVvj1VNKarnd	1048646	QmbD4NURoa7Uc26v5tLAPD1bVY8eE2qVF2t9ZpXSGCE55p	26503168
019223928-019226730	QmWqK2qdkvdiFZiscgowUX53AsQGqPr1rEfyyqfrXpC94M	1048646	QmTRdfm1u9Ln7ueB7mPGUsg4RHJJpA8tg2G2tho15Rkc99	26819988
019226731-019229512	QmQp7GMxHypiqHRTH7La4jwnb9qBLsGzzQYY12WqFVwzbQ	1048646	QmeeZWvaNBkm4RtnQCSHjMjtmxyT72zJFeiE6AyW88qnPp	26125096
019229513-019232412	QmVq4wsJEpzfV3iwtUd7f4xEvb2LeUveYoCNDFaUbYRQj4	1048646	QmUaY4PpmMWRg44qvF9dYFHn1RPPXBJw9yiWCYa5LzKKwy	26266876
019232413-019235268	QmPAuy85EAkdZFhxsNojQwLJTw9zz6nvu7QZMKKPcZGxed	1048646	QmZoxdZYvYp9SPurptRsPib7xPYPqXf3d5D46Y2bPro51H	26824340
019235269-019238078	QmdK69QkKXx38riPTfLkuuVE8KprWaUJVxLqzbP16gH2NY	1048646	QmQ8Ynnpk7HKHoEKLpsZEKWX7bJzY3yKJPeRvQWKcypfTQ	26087656
019238079-019240828	QmcPwMErZVBo1taCbGVVzjyBat4JUA4EBSuT1guynH1TmC	1048646	QmTrB37GeNLYLio3zi6XRMMde1xmQpEJQ4ETdhP83D8xGY	26841672
019240829-019243553	QmV2aYDRAv8cxRYVTTA8yNdRnvTQByFisryk4Z5xJG9Sc2	1048646	Qmax984p8h2zGTz1m7N3i6SYvnxWCR4btBj4aR57kMz2VA	26275940
019243554-019246451	Qmb8D74YHUdkiXCGQNdW7pFdEeptgVQxyiUu7CsprBpjoc	1048646	Qmbch465311UvSuFLugmCBeEfvH1h3zhVJGkR9YozZotMf	27076568
019246452-019249284	QmcFR8pyDGgsX27mqdZG5MTQm4ztP2vyrBKgcZVC7vCrgn	1048646	Qmdv6GGfoy3ihaNUWKVHrvJPQ12hsv35V7mQVRQSW1r2v3	26912504
019249285-019252146	QmS5jRiCogge7WWscg5vUciP4fK2gqzgarFhoK2kywrreq	1048646	Qmf8oRYoCBaeBXZfRLH1Qez49dxtEH9pFihXrrH2CMG4j7	26464900
019252147-019254954	QmfQRd2fWxbHdPVTG4utrG2r5XvbC8VRK1Uz6b5FtYPUs1	1048646	QmWhTVoiX6fkFiD5MgjwMvWC2jUCDX8vrw6YT3fQ9pARx4	26827968
019254955-019257736	QmXCGwEv7mLFaeuCjhH6BEnPwwzvP8v5GXebKSGgxgBYMg	1048646	QmQSctcSPFFW51UN7eMrU5wcQLzKLoFSWoLS7scAbJ5B1K	26191516
019257737-019260561	QmbduMmLzAecnzudGrvYJfyMQHisH7v5tDuLExtNVFtQsC	1048646	QmS4kC3RdyN7rMt8hawR9HynbtkYxW87Ax6PFwVLXZAyup	26353636
019260562-019263323	QmbzpLLQy4wmGfoPvENkfcg9ecoES3GY7ojstBQqGe3NsB	1048646	QmYAYcVVKmN2aPiLt9D5ckpdxRRipe9u2iT6hStkx7Xnhr	26737736
019263324-019266119	QmSdJMSYobnvNXzsRcfe2Kf3fKQYjCEyQq3EUVEVVtTuh8	1048646	QmXKH8WDxb5AupGkNkKDaqqkY8EiBrj6B1faLDxrn8Bim8	26243172
019266120-019268970	Qme8eE1gvfYEhG33XMw93ZSx7P3rPEqjQhSo912T6HqVDM	1048646	QmWA6Nqd7FeBQmu7y2VmL3Xd6nrsdVGiQdVUAXARgJUn5v	26884272
019268971-019271716	Qme4y2ybT2y7bm3veG2KX2xEXbWfvJjLWn1bLndQXc29tc	1048646	QmZiBYUF4yq2T3tXj8GGn5tk68dTLYYgwUVbh1o1SqA26h	26046820
019271717-019274582	QmSy3pQtpUNB3MYnNLjuRTuztgd7XkfVTX5VXQQrfzTTtB	1048646	QmYanQAvVctXUF7rw9BcAEugrpA3ByyDw5pnxmuSbZDrAM	26793180
019274583-019277429	QmfUYbvVjg2jew3cNJEBDta4YXVH9zfVjeiYsNpjBCKa5b	1179722	QmYSpypdExBoX4hmwdMtKvuVRJQtje7bLRP3ccErr2enRh	27691756
019277430-019280339	QmZJcBqcre1DhoghjsnD2sH3GvqG1F5zbVhjEYYbHM6fW7	1048646	QmWp7zJMUPWAhxhQDBsjXtozt3YoP8eH2hrZrwBYUWFAmh	26615424
019280340-019283165	QmcYgXtg4C5GC39ZDQJARUewtRPLPP8gwfqmhGAKpZzseB	1048646	QmaDxT2xeHNLgN1smFqMu5vJrrthSokrZyB8gaTFQcSs3z	27114452
019283166-019286176	QmQTYju22LPtzcV2b2TfBfXt8hVuE8gXwFZno2wKFFRPH7	1048646	Qmdy2XeKogux5PZQyoM3zDEsXNFhnzVDPBToNSVKj2odtd	26602448
019286177-019289145	Qmbu91b6rJY1hL3x2XpzXaP8ZTujgPYi2uEsQsmZ3H1mvy	1179722	QmaAS1hTpNrrzXBh1q7u5Hk28CrTUydvTkpqwPauGzHFFn	27259388
019289146-019291817	QmR4CueVL38wTCKfKUZtZu8BNu3qvAzP9AwxZpdsfzKK9k	1048646	QmUQB5JLwwCP1zJjQby6T1LxUmqYTQWyUfb9tCgMMp4YXU	26970828
019291818-019294596	QmUoKxFTquA6ttLrCTUXaeUdBrqgGuNgsdQ5LMScAEygRp	1179722	QmPGhvQB1hzBaVpDL6YDS7cnphMJz4Mxb8BHvAxfQG6wYT	27877628
019294597-019297244	QmTcwwgvzyiCneBQAHJiCQ3nMZyc64QcfabzZJjkDSLkTQ	1179722	QmRshFLpciqSY3Kwp9TRHYfExvLwx8YU1zKg4TDaMwDPNh	28470036
019297245-019300000	QmatLReeKkmCEPz34CBujTui4ZRyPhKJdp1HEJyq2kjoqk	1048646	QmSGY2qXkRvrCAEVzmkzZmZMQQwPHzP2aVmD5mhehazUGT	26625464
019300001-019302445	QmVrLTCev5WKcDTPsq4KCHQVLJfnLrNxn9oNMHAgNxAksF	1441874	QmYk65oNTpvAbq5dGDXi1kEQb483XYXvfS3w1u8R9jJN1v	30154600
019302446-019305215	QmQMCGhFuFjWboZKHTGd3xYaj8LgKVgAvJcBrSXenGSUPx	1179722	QmPQk6Mj3GRCo7zT8RMA9DjEsWe6RENZE9hgdtTWyrnCFL	28288052
019305216-019307941	QmPgwTQy2EWzdwAws87zKGdUPUbobCwBRjgzvZQRmcTxFz	1048646	QmVyCHzwDhABHmsLH3QD1ahuR4NZns795YtZkEa2HTUxUC	26883688
019307942-019310700	QmcUTwVmjf2u59L6onwjiLLDwpMvNpx8kWRxwJxHm4kgPB	1179722	QmcaDJjxnYpyymNbezHT9LRnV64QVbX27ThXALQhpo8qs1	27292740
019310701-019313414	Qmc3Krt5VZoYk3E53ESn4revSbnibKwUBmFafNUEweW9JR	1179722	QmcyauzjQeC2ySahnXeErNzf53ycKhye56TfywMXa4kmvr	27582744
019313415-019316100	QmVR6NQq6ACEmQTMtpgr5MY4TWz1eZ3efRruzsu6D4MV6g	1048646	QmZ36P5poqXrCPh7fUhDHC8BU636vpVgv96nsrwFnQMtmP	26289696
019316101-019318804	QmUtSrkfNHDHeh6wDAxmoom62FBVFXKC5r4UJiCaQ8jDjN	1048646	QmTLxXc6wRfmGnNm1HPCRRUpkCiBrpP9eT8jMC3afsyPHR	27080560
019318805-019321487	QmPwsY29JZTRw3y6c6eQf1rRzuokndQLxao35QRuPQ1zmF	1048646	QmdFwWdwEop2nK7EpBRwJcJV7roJo1GktAQrtr2WM7hZ2z	26723292
019321488-019324293	QmWjAsk5S22P1JDzw3EKkkMmw2CTqfkkWRz9Zxw7YXNbrK	1179722	Qmes27a9CxeMQpt1CEtt7tUVHPEaEYGRXDRFvAtdXGW1Yx	27246940
019324294-019326974	QmTA2ijdnFbXqHGampxnEfpHkBfpgWtk3zrx8d4e2uC2uG	1048646	QmP8ghaUgeS8cSgRaTEWjFN6VKM3ZfBz25GbvJzRq1pXdD	26983964
019326975-019329637	QmYpKjquFpmZHdkdLfvxEHRyHfwRCKFXqbGhydSirckcF8	1048646	QmUBosG1BNXqLdABxWmQHh6k4McsciEE32ZkUbtZeH4qJD	26528768
019329638-019332329	QmYUYNQLt3H43uuhHJYc8hgbG2P9RQa3nZUXonx9iFoxZB	1048646	QmTzvJCXVDU6KpagVvZVocvahLytRzGY3eoqBL2ugWHifv	26788976
019332330-019334869	QmX5Ytxi2KrLfeP6hCgFv1ow3a864EsP9yqL5zr8sya6xq	1048646	QmbcWiGxEUCbynN6pP3e3BhDaRGaPnnTSAE4nKSVziKKTR	26500692
019334870-019337442	QmV7jeDSyBZ31RHkUbGxXozXdv8FPSfbETcvXaHudaZJ2x	1048646	QmZYvQomJXAgGrFX5jE3r5LJ6ew83vVCnyp7iL6NhDmty6	25986532
019337443-019339968	QmeBkcLmPR74SYXsUkvQ6cz1NpXfuq5TD2JWjrKTiw9PRH	917570	QmYbqdm6w8WsjLT1nN62uqeqPZgby1w4Q9kff9g7693xfA	25724908
019339969-019342572	QmYgQxF39i8FWgQycFEVB4zqUhx9TUE8EpZV942uKpfGWz	917570	QmQBRM1Wf26X7sPpDNS2XAAUGgESMzePXnJz1pHuPXmaKw	25797348
019342573-019345155	QmNPSbtkBRFSn7FvzegSMtjeij6DxQfy4NSJp5mqvZ5AST	917570	QmafrhfmNUnNs8SVus2HTJjSj8HBc7ypzCoSs1JC48jtUu	25435552
019345156-019347747	QmdQCEY3q32qwHH9hTxmSRZbkcvhchZmEPFxNwSTVPRXYw	1048646	QmdYnosNqxSFHwF1dLXWMr18YRLtoQ1ceyQKdh1hWASF6D	26142584
019347748-019350449	Qmb6hyyZtroRhNPK1gooo8XE4PqGdASobzcBHCUdLaNCwZ	1048646	QmVWWgYTokRhSeZgVWf96quprEDm5MC9yZdXYEeWrogm3A	26061544
019350450-019353077	QmTvWVCYvo5kBTsEpKCPWVUi9KPULYEaVsL5edRUpV2d4f	1048646	QmYdffCftPv2myJZE1mE23yubq9iWeWDgPA51MW3BDQmFp	26783484
019353078-019355783	QmNwZd5Z1Ui1xJ1k2NQhEp6tbtCg22VCwWRkkUJxwcKGYa	1048646	Qmc5nZaDT4werjSErRTLdirQfacwN6v5RrxBWDnVv6gnaw	26381972
019355784-019358489	QmZ22pJSuUJhvFtUPhfcBoufefP8wkKcqxwQXGq76cZaaH	917570	QmSR3KnsLDgSckJoNRfhkm2kMejbs1bgeaXfiUhYybmzyN	25467256
019358490-019361078	Qmc61vzvej3sycfC2pxsJukfqLwp4jJ23AaCDCjpYCnkwS	1048646	QmQtQ59gHiZg3vESWCd2B1axVLKxzjWiktrMyPuarGZ37N	27172556
019361079-019363628	QmYCFytSnWwdHyhg99htHSYUpPZozMrL8cDL4CGVSS2zWw	1048646	Qma38wcjD39Mx18vTPsb5kjc8STHW5FZHvempcNmpg1jzo	26198924
019363629-019366209	QmYvqEqW5DtNmiUFT9Sg1KBo9chJUsaBGhZZ7ZPa9BL9cL	917570	QmbmP5Tx6yY5fywpYLVL6Cfv7PgvMUdbyxbBvvQgnw18m6	25681068
019366210-019368801	QmdYFsEWNEYpeZ42Z3GPrgiAt22mgGtikZeuXbBopJRhnx	1048646	QmPcPwVMoq5hFoGTpyCN5WAbT65R3SC3rLV8vQiCdbUDuw	26657720
019368802-019371402	QmWoyifvMB1n2HJct6hAyjKeQz2WVPMCx4JhTtwub2K56c	1048646	QmaLG1ee3F8hx35WpgNmxfVuNFfgkBUTt2EAC4y4fo6tvq	26301000
019371403-019374032	QmPZYjaSZo2JuQan7pBLQPUJMYFwVGXsMRAxnAZSP2U7ya	1048646	QmU1uEYWEixqGYGXeHEyei9jKk2fde76zzqPDty2NF7cqC	26765708
019374033-019376689	Qmb4kWabUpsdaA9YcterNZYwMsUK3DoDob76NKVeZ5i8K9	1048646	QmVEAU2dZDRBa8jrFqV3DjBQJbSut8qyVgktgWjY2GFrh7	25993424
019376690-019379410	QmRgSM7W6K4or6nQEjnbqkvJyjRsQo899NH7UaSuuk9bSP	917570	QmSHwuxGAM3K7ZuVswnRdL7wa6PNHnp9eHVEBbndUndwFi	25354372
019379411-019382103	QmRGMWq6g6trCrMjRqbkKSSV8L4Yqa2qGodecF4nfhUvyd	1048646	QmfB8fTfNq59ghn9NTspwTyXQv1TZZ943mNheMQ1E2MXAx	26420248
019382104-019384798	QmWjHVB4yFJQRJ4EutpfBi6mJ6t7vaaZjD27E9nPGZm8vJ	1048646	QmUGFHxMuhFysQbnZrq517QpPeBneRDYkY2HTvui1sKss7	26221220
019384799-019387473	QmRijNh8HmMnohczVpuW6Sa1uHw5aYGuA6g6kFM8jZD1rn	1048646	QmT3rkYk74WZ9tG9k328bmiei8K2hnTkByX1gHmCUr2Pny	25917288
019387474-019390172	QmaUpZNXzpXbx2fnpQMDB55vPUZZWpAUXjigDHXoC7QwDR	1048646	QmTXBKcAs2ZKrk87XphSBau7L2ioiLjrRVkWuAvEs5yfaq	25910408
019390173-019392866	QmPdqaqNV4gbAtvDNdbPeb73FiSKHGEUBR1ugmSbSpdWE1	917570	QmQoTbYZdGCRj1BW3xP2Vpyj2YWBn8B4KhUbJQy96hQLLG	25708436
019392867-019395543	QmW13NY22GJ5hGDVmxoQ6UqptFsKN76mRHJADKUUHFexNk	1048646	QmayYnppMZaETcx8FC2gVXV6juDUJd4ciuCMYFpKBZQRG3	25851900
019395544-019398275	QmTEqZN31uqBtemzNdXkBs4d7fZUZEMNfhPrEMMujxzMow	1048646	QmWcMcwcTk1N83DQ1DYR28NbpTxbdViHMsTJBKYYGsRkRZ	26445768
019398276-019400000	QmWeVjVXhKsnPXgfNttxStC1VHixdj5dFGwacxJ2oQUU7B	655418	QmYBvYtwnDAGsRbvt1cN8kj5HUkgcVimLiTfi6i2dDyARC	15503988
019400001-019402561	QmSKNEHXWNcPrw1kHPb7BLW1fBbYXhW7x1D9XoLNWae5iG	1179722	QmVFWPYhxEMuypedGLnvXQu5hdHgeYwjbsyAFx1RkQyG9D	28055796
019402562-019405261	QmTtKPRaQBfZ6esqAco64YdJqgB69AfGV1viEykugjMWeD	1048646	QmQm3RjyZ4rmeagfgq84CzazYB46zHtY8kRGRnnpwa1ybr	26786760
019405262-019408004	QmQZMxEofkPyi7rMr1CnZLnxgL8BKm4crvkJ68xJzdgmg2	917570	QmTG7G2dPKjKCotZdJcqUrA7KDsE1tZ6PZLbHRmV9akW6B	25057652
019408005-019410616	QmWgAsxs1554aG5qFtCu954WvdV6Hma98jtv6aSWRU4x5K	1179722	QmdD8THzpSrKbmb3VAibQHYfro2TBE26X6xFHm4un2E9qq	27853008
019410617-019413254	QmXSM679YPWQsrwgEzC6nXe9mPaM1NNsFJJQydWddpFuFg	917570	QmQN64SwTQY1BvWqo3p3FRhcyL8BYtFGf7sYVWNd8MfyKL	25762864
019413255-019415907	QmSQfVSKXcqi5yiHREPmD1DabMh2pyTh3ooi9XoNb37kPf	1048646	QmRN9tdYJbW5cPGUh8rG4iCyGt4JrRvGxwhJY8RA3cCzvJ	25897768
019415908-019418561	QmeJ16xFksMzwM7ghqDdHMbdkpAUoQNVywYGoD7sEV3w7U	1048646	QmNuP9VyhCSWGb5WnjFjb9tZ5Mife5RUcE6gmSicN1ZgFu	26245920
019418562-019421223	QmUSppwJKwsxWvwABfV2EXKos2ovGsMvAMYwaVbticPdfR	1048646	QmWmrwSbAHpu7YPQ9rwWyuhoWc83PgA6TYZwTKpFwCUBsE	26017348
019421224-019423982	Qmew7UyAjdgCYJ1gJDMLnCRR6LmyWRx1t9wJeqUrU9NFZ5	1048646	QmSEJAhG8cZQ3nM2TG18hRDu4GjScvvWmhRk6BEnKTptdX	26139840
019423983-019426571	QmY66b6unVkyDREmrkgEdLvcheoRKfrEjyUFhtYF32HN5p	1179722	QmYZW9ygwpDPnVEA9DB89KYF7342uGDsVo8c9TsNQVm8YA	27636080
019426572-019429240	QmSiApFy7CwrAxJ8z8UbHYySWPKTiq2vzsoFpC6fwXMqBH	1048646	QmTawCNov7KasoCv3SxQmPsDCcpE1HJdFUe2GQ5aLqcXd8	26025340
019429241-019431776	QmTDMo1eBZPQC22KDLAUCWxMJJenicAM279a9KyEofahTb	1048646	QmaV7wwBexNg9TEcB68Qaxrfrar5BvM5cYruhFqeMbUyHm	27149676
019431777-019434171	QmPLKZgVKToHoW3HgYSVGjKzinocv7u3u6gUa3JcS4XCea	1310798	QmYHKifv92gTPs4tr6B4cdHnWtzFenFtWtnMxJPRbPEKRj	29211072
019434172-019436687	QmZwf5bzkSCU8ZeemhiwQBJZxSA22gtNVWhnRVL1Gz7LsW	1048646	QmTGo75dLJTfrqhPaxiH8cZtK3XB35AkyYrhK8GPYgiS6V	26196380
019436688-019439225	QmYEaNXabJEeEdnuw2dcUnwYcdgQqYLohBYRAnFX6rPDJw	1179722	QmbEeFGqenfjdujBmGtH5VmfoC9X8Mcnk52myZYVKwxbVN	27756672
019439226-019441713	QmRDhGt8TMrctSQTvf8u4rc17QYyD8pA86Y7UKhveDUbxd	1048646	QmSDrP3qsRrkuLahj2enFKexGHY9Z2dRYDDYsQAUrV946A	26590176
019441714-019444280	Qmd7kv2L51mer7TtwmaQdhs6mzH2rFHWz5txs7JattPe54	1179722	QmPmA9DbRqzhsVaoUMS5eADjR77nLk7GTpGXUyhyqsSsBw	27567428
019444281-019446672	QmbvWqSASTU2byoMfsmHgcJd1jPS3yq2sjq9qe4zjhjUdG	1310798	QmUw9Y2TKxNXziZEm9ugtt23qZaTZkJvpZSFjeQdPHV55p	29051828
019446673-019449162	QmR2mcy9sr35ncoELeSH3B4YyH8kUzXz9nept7ZnZqfsax	1048646	QmdSN8Ex7CU9JC8RCPNzkPoH19cseCL5numMq6iqeA1hY9	26492756
